,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
215,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1148,2.0,2.0,69.0,2,106.652644,84442.2,791.7497103963029,Tier 2
216,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1864,3.0,3.0,115.0,3,173.171192,140737.0,812.7044595269634,Tier 2
218,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1458,2.0,2.0,87.0,3,135.452574,106470.59999999999,786.0360040112637,Tier 2
219,Super built-up  Area,Ready To Move,Dodda Nekkundi Extension,1975,3.0,3.0,90.0,3,183.483425,110142.0,600.283104591055,Tier 3
220,Super built-up  Area,Ready To Move,Kadugodi,1762,3.0,3.0,91.45,3,163.695086,111916.51,683.6888799459746,Tier 3
221,Super built-up  Area,Not Ready,Kadugodi,1890,4.0,3.0,127.0,3,175.58667,155422.6,885.1617266846055,Tier 2
222,Super built-up  Area,Not Ready,Kadugodi,1762,3.0,3.0,110.0,3,163.695086,134618.0,822.3704406129821,Tier 2
223,Super built-up  Area,Not Ready,Kadugodi,1314,2.0,3.0,68.2,2,122.074542,83463.16,683.7065176128206,Tier 3
224,Super built-up  Area,Not Ready,Kadugodi,1314,2.0,2.0,78.0,2,122.074542,95456.4,781.951735686217,Tier 2
225,Super built-up  Area,Not Ready,Kadugodi,1762,3.0,3.0,112.0,3,163.695086,137065.6,837.3226304423091,Tier 2
226,Super built-up  Area,Not Ready,Kadugodi,1314,2.0,3.0,83.0,2,122.074542,101575.4,832.0768469481541,Tier 2
227,Super built-up  Area,Not Ready,Kadugodi,1890,4.0,3.0,125.0,3,175.58667,152975.0,871.2221719336667,Tier 2
228,Super built-up  Area,Not Ready,Kadugodi,1762,3.0,3.0,112.0,3,163.695086,137065.6,837.3226304423091,Tier 2
229,Super built-up  Area,Not Ready,Kadugodi,1890,4.0,3.0,125.0,3,175.58667,152975.0,871.2221719336667,Tier 2
230,Super built-up  Area,Not Ready,Kadugodi,1762,3.0,3.0,109.0,3,163.695086,133394.19999999998,814.8943456983185,Tier 2
231,Super built-up  Area,Not Ready,Kadugodi,1314,2.0,3.0,80.0,2,122.074542,97904.0,802.0017801909919,Tier 2
232,Built-up  Area,Ready To Move,Dena Bank Colony,1391,2.0,3.0,64.5,3,129.228073,78935.09999999999,610.8200653893523,Tier 3
233,Plot  Area,Ready To Move,Ardendale,3200,4.0,1.0,205.0,4,297.2896,250879.0,843.8875762892479,Tier 2
234,Super built-up  Area,Ready To Move,Sai Gardens,1339,2.0,2.0,55.0,2,124.397117,67309.0,541.0816715310211,Tier 4
235,Super built-up  Area,Ready To Move,Sai Gardens,1261,2.0,2.0,61.0,2,117.150683,74651.8,637.2288926390638,Tier 3
236,Super built-up  Area,Ready To Move,Sai Gardens,1686,3.0,3.0,77.0,3,156.634458,94232.59999999999,601.6083638505647,Tier 3
237,Built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1750,3.0,2.0,100.0,3,162.58025,122380.0,752.735956550688,Tier 2
238,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1293,2.0,2.0,75.0,2,120.12357899999999,91785.0,764.0881229487843,Tier 2
239,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1293,2.0,2.0,80.0,2,120.12357899999999,97904.0,815.0273311453699,Tier 2
240,Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,1293,2.0,2.0,80.0,2,120.12357899999999,97904.0,815.0273311453699,Tier 2
241,Built-up  Area,Ready To Move,New Gurappana Palya,1100,2.0,0.0,48.0,2,102.1933,58742.399999999994,574.8165486387072,Tier 3
242,Built-up  Area,Ready To Move,Richards Town,1100,2.0,1.0,90.0,2,102.1933,110142.0,1077.7810286975762,Tier 1
243,Built-up  Area,Ready To Move,Bommasandra,950,2.0,1.0,25.0,2,88.25785,30595.0,346.6547168325537,Tier 4
244,Super built-up  Area,Ready To Move,Ganga Nagar,1250,2.0,2.0,65.0,2,116.12875,79547.0,684.9897204611261,Tier 3
245,Super built-up  Area,Ready To Move,Vignana Nagar,1110,2.0,2.0,58.0,2,103.12233,70980.4,688.3126089179714,Tier 2
246,Super built-up  Area,Not Ready,Whitefield,1012,2.0,1.0,58.0,2,94.017836,70980.4,754.9673872519252,Tier 2
247,Super built-up  Area,Not Ready,Whitefield,1396,3.0,1.0,74.0,3,129.692588,90561.2,698.2758336197285,Tier 2
249,Super built-up  Area,Ready To Move,Shikaripalya,1121,2.0,1.0,43.72,2,104.144263,53504.536,513.7540413531949,Tier 4
250,Super built-up  Area,Ready To Move,Shikaripalya,1442,3.0,2.0,56.24,3,133.966126,68826.512,513.7605606360521,Tier 4
251,Super built-up  Area,Ready To Move,Shikaripalya,1532,3.0,2.0,59.75,3,142.327396,73122.05,513.7594873161314,Tier 4
252,Super built-up  Area,Ready To Move,Shikaripalya,1025,2.0,1.0,39.98,2,95.225575,48927.524,513.8065482933549,Tier 4
253,Super built-up  Area,Ready To Move,Basapura,1440,3.0,2.0,72.0,3,133.78032,88113.59999999999,658.643961981852,Tier 3
254,Plot  Area,Not Ready,Devanahalli,2400,5.0,2.0,190.0,4,222.9672,232522.0,1042.8529398045991,Tier 1
255,Super built-up  Area,Not Ready,Chandapura,937,2.0,1.0,30.0,2,87.050111,36714.0,421.7570727738647,Tier 4
256,Super built-up  Area,Ready To Move,Bannerghatta Road,1305,2.0,2.0,60.0,3,121.238415,73428.0,605.6496202131973,Tier 3
257,Super built-up  Area,Ready To Move,Bannerghatta Road,1150,2.0,2.0,55.0,2,106.83845,67309.0,630.0072679826411,Tier 3
258,Built-up  Area,Ready To Move,Bannerghatta Road,1465,2.0,1.0,45.87,3,136.102895,56135.706,412.4504919605127,Tier 4
259,Built-up  Area,Ready To Move,Ramamurthy Nagar,1360,2.0,0.0,45.0,2,126.34808,55071.0,435.86732778210796,Tier 4
260,Super built-up  Area,Ready To Move,Bhoganhalli,1395,2.0,2.0,70.0,3,129.599685,85666.0,661.004693028382,Tier 3
261,Super built-up  Area,Ready To Move,Hosa Road,760,1.0,1.0,24.9,1,70.60628,30472.619999999995,431.5851224565293,Tier 4
262,Super built-up  Area,Ready To Move,Rachenahalli,1856,3.0,3.0,106.0,3,172.427968,129722.79999999999,752.330387608581,Tier 2
263,Super built-up  Area,Ready To Move,Electronic City,1100,2.0,2.0,45.0,2,102.1933,55071.0,538.8905143487881,Tier 4
264,Super built-up  Area,Ready To Move,Tirumanahalli,1255,2.0,1.0,56.7,2,116.593265,69389.46,595.1412373604942,Tier 3
265,Super built-up  Area,Ready To Move,Tirumanahalli,1260,2.0,1.0,55.0,2,117.05778,67309.0,575.00663347622,Tier 3
266,Built-up  Area,Ready To Move,Sarjapur  Road,1043,2.0,1.0,39.5,2,96.897829,48340.1,498.8770181837613,Tier 4
267,Super built-up  Area,Ready To Move,Bellandur,1457,2.0,2.0,85.0,2,135.359671,104023.0,768.4932981257025,Tier 2
268,Super built-up  Area,Ready To Move,Rayasandra,1458,3.0,2.0,60.0,3,135.452574,73428.0,542.0937958698371,Tier 4
269,Super built-up  Area,Ready To Move,Rayasandra,1179,2.0,1.0,55.0,3,109.532637,67309.0,614.5109060051207,Tier 3
270,Super built-up  Area,Ready To Move,HSR Layout,1009,2.0,2.0,56.0,2,93.739127,68532.8,731.101325490262,Tier 2
271,Super built-up  Area,Ready To Move,HSR Layout,1009,2.0,2.0,56.0,2,93.739127,68532.8,731.101325490262,Tier 2
272,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar 5th Stage,1060,2.0,1.0,52.0,2,98.47718,63637.6,646.2167174161567,Tier 3
273,Super built-up  Area,Ready To Move,Arekere,1222,2.0,2.0,45.0,2,113.527466,55071.0,485.0896610340972,Tier 4
274,Super built-up  Area,Ready To Move,Mico Layout,5000,9.0,3.0,210.0,9,464.515,256998.0,553.2609280647557,Tier 3
275,Super built-up  Area,Ready To Move,Mico Layout,1190,2.0,2.0,39.25,2,110.55457,48034.15,434.4836219796251,Tier 4
276,Super built-up  Area,Ready To Move,Mico Layout,1670,3.0,2.0,59.0,3,155.14801,72204.2,465.38914678957207,Tier 4
277,Built-up  Area,Ready To Move,Virudhu Nagar,1130,2.0,2.0,68.0,2,104.98039,83218.4,792.7042374294856,Tier 2
278,Super built-up  Area,Ready To Move,BCMC Layout,1369,2.0,3.0,72.0,3,127.184207,88113.59999999999,692.8029987245193,Tier 2
279,Super built-up  Area,Ready To Move,Kalyan nagar,1290,2.0,2.0,110.0,2,119.84487,134618.0,1123.2687723721508,Tier 1
280,Carpet  Area,Ready To Move,Kaggadasapura,1215,2.0,3.0,43.0,2,112.877145,52623.4,466.2006644480599,Tier 4
281,Super built-up  Area,Ready To Move,Kaggadasapura,1150,2.0,3.0,42.0,2,106.83845,51399.6,481.0964591867441,Tier 4
282,Super built-up  Area,Ready To Move,Hennur Road,2089,3.0,2.0,140.0,3,194.074367,171332.0,882.8162247722287,Tier 2
284,Plot  Area,Ready To Move,Magadi Road,1200,3.0,2.0,98.0,3,111.4836,119932.4,1075.7851379036917,Tier 1
285,Super built-up  Area,Ready To Move,Kundalahalli,1496,2.0,3.0,78.0,3,138.982888,95456.4,686.821243777867,Tier 3
287,Super built-up  Area,Ready To Move,Bannerghatta Road,3230,5.0,0.0,165.0,4,300.07669,201927.0,672.9179797337807,Tier 3
288,Super built-up  Area,Ready To Move,Hulimavu,1242,2.0,3.0,51.0,2,115.385526,62413.799999999996,540.915331096207,Tier 4
289,Plot  Area,Ready To Move,Whitefield,1200,3.0,1.0,56.72,3,111.4836,69413.936,622.6380920601775,Tier 3
290,Super built-up  Area,Ready To Move,JP Nagar,1150,2.0,2.0,90.0,2,106.83845,110142.0,1030.9209839715945,Tier 1
291,Plot  Area,Ready To Move,KR Puram,1200,2.0,0.0,75.0,2,111.4836,91785.0,823.304952477315,Tier 2
292,Super built-up  Area,Ready To Move,CV Raman Nagar,740,2.0,1.0,37.0,2,68.74822,45280.6,658.6439619818519,Tier 3
293,Super built-up  Area,Ready To Move,Koramangala,1253,2.0,1.0,102.0,2,116.407459,124827.59999999999,1072.3333459241644,Tier 1
294,Super built-up  Area,Ready To Move,Koramangala,1500,3.0,1.0,135.0,3,139.3545,165213.0,1185.5591315673337,Tier 1
295,Built-up  Area,Ready To Move,Kaval Byrasandra,1180,2.0,2.0,60.0,2,109.62554,73428.0,669.8074189645953,Tier 3
296,Plot  Area,Ready To Move,Siddapura,14000,3.0,2.0,800.0,4,1300.642,979040.0,752.735956550688,Tier 2
297,Super built-up  Area,Ready To Move,Gottigere,1385,2.0,2.0,50.0,3,128.670655,61190.0,475.55520720711337,Tier 4
298,Super built-up  Area,Ready To Move,Gottigere,1425,2.0,2.0,47.0,3,132.386775,57518.6,434.4739117634673,Tier 4
299,Super built-up  Area,Ready To Move,Malleshwaram,2610,4.0,2.0,306.0,4,242.47683,374482.8,1544.406531543653,Tier 1
300,Super built-up  Area,Ready To Move,Doddabommasandra,1300,2.0,3.0,32.0,2,120.7739,39161.6,324.255488975681,Tier 4
301,Super built-up  Area,Ready To Move,Ramamurthy Nagar,935,2.0,2.0,39.0,2,86.864305,47728.2,549.4569950222937,Tier 4
302,Super built-up  Area,Ready To Move,P Krishnappa Layout,1340,3.0,3.0,77.0,3,124.49002,94232.59999999999,756.9490309343672,Tier 2
303,Super built-up  Area,Ready To Move,3rd Block Koramangala,2100,3.0,1.0,270.0,3,195.09629999999999,330426.0,1693.6559022390481,Tier 1
304,Built-up  Area,Ready To Move,HRBR Layout,1900,3.0,1.0,90.0,4,176.5157,110142.0,623.9784902985966,Tier 3
305,Built-up  Area,Ready To Move,Uttarahalli,1000,2.0,1.0,35.0,2,92.903,42833.0,461.0507733872964,Tier 4
306,Super built-up  Area,Ready To Move,Hosakerehalli,1590,3.0,3.0,49.0,3,147.71577,59966.2,405.95665581271385,Tier 4
307,Super built-up  Area,Ready To Move,Hosakerehalli,1596,3.0,3.0,79.8,3,148.273188,97659.23999999999,658.6439619818519,Tier 3
308,Super built-up  Area,Ready To Move,KR Puram,1150,2.0,1.0,42.0,2,106.83845,51399.6,481.0964591867441,Tier 4
309,Super built-up  Area,Ready To Move,Yelahanka,1035,2.0,1.0,45.0,2,96.154605,55071.0,572.7338799842191,Tier 3
310,Super built-up  Area,Ready To Move,Yelahanka,1455,3.0,1.0,61.5,3,135.173865,75263.7,556.7918029124934,Tier 3
311,Super built-up  Area,Ready To Move,Yelahanka,1345,2.0,1.0,57.0,3,124.95453499999999,69756.59999999999,558.2558488173318,Tier 3
312,Super built-up  Area,Ready To Move,Yelahanka,1050,2.0,1.0,45.0,2,97.54814999999999,55071.0,564.5519674130161,Tier 3
313,Super built-up  Area,Ready To Move,Yelahanka,1430,3.0,1.0,61.0,3,132.85129,74651.8,561.9200235089927,Tier 3
315,Super built-up  Area,Ready To Move,Richmond Town,1233,2.0,3.0,100.0,2,114.549399,122380.0,1068.3600356558834,Tier 1
316,Built-up  Area,Ready To Move,Canara Bank Colony,900,2.0,3.0,35.0,2,83.6127,42833.0,512.278637096996,Tier 4
317,Built-up  Area,Ready To Move,Hebbal,1075,2.0,3.0,52.0,2,99.870725,63637.6,637.1997399638383,Tier 3
318,Super built-up  Area,Ready To Move,Hebbal,1550,2.0,2.0,75.0,3,143.99965,91785.0,637.3973825630826,Tier 3
319,Super built-up  Area,Not Ready,Gattahalli,1028,2.0,1.0,45.5,2,95.504284,55682.9,583.0408612874371,Tier 3
320,Built-up  Area,Ready To Move,Hebbal,1175,2.0,0.0,54.05,2,109.161025,66146.39,605.9524450233039,Tier 3
321,Super built-up  Area,Ready To Move,Rachenahalli,925,2.0,1.0,37.0,2,85.935275,45280.6,526.9151695854816,Tier 4
322,Built-up  Area,Ready To Move,Richards Town,1550,3.0,2.0,160.0,3,143.99965,195808.0,1359.781082801243,Tier 1
323,Super built-up  Area,Ready To Move,Hormavu,1260,2.0,2.0,35.0,2,117.05778,42833.0,365.91331221214006,Tier 4
324,Super built-up  Area,Ready To Move,Hormavu,1206,2.0,1.0,55.0,2,112.041018,67309.0,600.7531991542597,Tier 3
325,Super built-up  Area,Ready To Move,Amam Enclave Layout,1013,2.0,2.0,60.0,2,94.110739,73428.0,780.2297674019966,Tier 2
326,Carpet  Area,Not Ready,Hebbal,547.34 - 827.31,2.0,0.0,42.72,2,63.854554475,52280.736,818.7471736329893,Tier 2
327,Carpet  Area,Not Ready,Hebbal,823,2.0,1.0,50.63,2,76.459169,61960.994,810.3801651310125,Tier 2
328,Carpet  Area,Not Ready,Hebbal,1069,3.0,2.0,65.4,3,99.313307,80036.52,805.8992537626403,Tier 2
329,Super built-up  Area,Not Ready,Hebbal,1337,2.0,1.0,82.0,2,124.211311,100351.59999999999,807.9103198580683,Tier 2
330,Super built-up  Area,Not Ready,Hebbal,1036,2.0,1.0,50.0,2,96.247508,61190.0,635.7567200597027,Tier 3
331,Super built-up  Area,Not Ready,Hebbal,812,2.0,2.0,55.0,2,75.437236,67309.0,892.2516726355138,Tier 1
332,Super built-up  Area,Not Ready,Hebbal,1586,3.0,2.0,90.0,3,147.344158,110142.0,747.5152153640188,Tier 2
333,Super built-up  Area,Not Ready,Hebbal,1328,2.0,2.0,60.0,3,123.375184,73428.0,595.1602066101073,Tier 3
334,Super built-up  Area,Not Ready,Hebbal,1088,2.0,2.0,61.45,2,101.078464,75202.51,744.0013136725148,Tier 2
335,Super built-up  Area,Not Ready,Hebbal,1088,2.0,2.0,62.0,2,101.078464,75875.59999999999,750.6603978469636,Tier 2
336,Super built-up  Area,Ready To Move,Hebbal,1110,3.0,3.0,59.0,3,103.12233,72204.2,700.1800676924192,Tier 2
337,Super built-up  Area,Not Ready,Hebbal,1162,2.0,1.0,69.0,2,107.953286,84442.2,782.210557258998,Tier 2
338,Super built-up  Area,Not Ready,Hebbal,1430,3.0,1.0,85.0,3,132.85129,104023.0,783.0033114469569,Tier 2
339,Built-up  Area,Ready To Move,Yelahanka,567,1.0,1.0,25.0,1,52.676001,30595.0,580.8147812891111,Tier 3
340,Super built-up  Area,Ready To Move,Yelahanka,628,1.0,1.0,24.0,1,58.343084,29371.199999999997,503.42213654663846,Tier 4
341,Super built-up  Area,Not Ready,Shauhardha Layout,509,1.0,1.0,20.0,1,47.287627,24476.0,517.5983984140291,Tier 4
342,Built-up  Area,Ready To Move,Babusapalaya,1305,2.0,1.0,70.0,2,121.238415,85666.0,706.5912235820634,Tier 2
343,Super built-up  Area,Ready To Move,Doddathoguru,1030,2.0,2.0,42.0,2,95.69009,51399.6,537.1465321017046,Tier 4
344,Super built-up  Area,Ready To Move,Panathur,1180,2.0,1.0,70.0,2,109.62554,85666.0,781.4419887920278,Tier 2
345,Built-up  Area,Ready To Move,JP Nagar,3000,3.0,2.0,150.0,4,278.709,183570.0,658.643961981852,Tier 3
346,Super built-up  Area,Ready To Move,Begur,1419,2.0,2.0,59.0,3,131.829357,72204.2,547.7095666938586,Tier 4
347,Super built-up  Area,Not Ready,Begur,1445,2.0,2.0,47.1,3,134.244835,57640.98,429.37204995633545,Tier 4
348,Super built-up  Area,Not Ready,Begur,1411,2.0,2.0,60.0,3,131.086133,73428.0,560.1507826918657,Tier 3
349,Super built-up  Area,Ready To Move,Begur,1443,2.0,2.0,70.0,3,134.059029,85666.0,639.0170109318037,Tier 3
350,Plot  Area,Ready To Move,Marsur,1800,4.0,2.0,145.0,4,167.2254,177451.0,1061.148605415206,Tier 1
351,Plot  Area,Ready To Move,Marsur,1200,3.0,1.0,90.0,3,111.4836,110142.0,987.9659429727781,Tier 1
352,Plot  Area,Ready To Move,Marsur,1200,3.0,1.0,120.0,3,111.4836,146856.0,1317.287923963704,Tier 1
353,Plot  Area,Ready To Move,Marsur,1200,3.0,1.0,150.0,3,111.4836,183570.0,1646.60990495463,Tier 1
354,Super built-up  Area,Ready To Move,CV Raman Nagar,1051,2.0,3.0,61.0,2,97.641053,74651.8,764.5534097220357,Tier 2
355,Super built-up  Area,Ready To Move,Chandapura,1095,2.0,2.0,32.0,3,101.728785,39161.6,384.96085449167606,Tier 4
356,Super built-up  Area,Ready To Move,Chandapura,800,2.0,1.0,25.0,2,74.3224,30595.0,411.6524762386575,Tier 4
357,Super built-up  Area,Ready To Move,Chandapura,1095,2.0,2.0,28.0,3,101.728785,34266.4,336.84074768021657,Tier 4
358,Built-up  Area,Ready To Move,Begur,1475,2.0,2.0,74.0,3,137.031925,90561.2,660.8766533784006,Tier 3
359,Super built-up  Area,Ready To Move,Seetharampalya,1250,2.0,2.0,90.0,2,116.12875,110142.0,948.447305253867,Tier 1
360,Built-up  Area,Ready To Move,Kada Agrahara,2220,4.0,2.0,65.0,3,206.24466,79547.0,385.692410169553,Tier 4
361,Built-up  Area,Ready To Move,Sarjapur  Road,1040,2.0,1.0,37.0,2,96.61912,45280.6,468.650511410164,Tier 4
362,Super built-up  Area,Ready To Move,Narayanapura,1308,2.0,2.0,89.04,2,121.517124,108967.152,896.7226051202463,Tier 1
363,Super built-up  Area,Ready To Move,Narayanapura,1308,2.0,2.0,92.66,2,121.517124,113397.30799999999,933.179656226887,Tier 1
364,Super built-up  Area,Ready To Move,Narayanapura,1308,2.0,1.0,89.04,2,121.517124,108967.152,896.7226051202463,Tier 1
365,Super built-up  Area,Ready To Move,Narayanapura,2357,3.0,2.0,135.0,3,218.972371,165213.0,754.492446903267,Tier 2
366,Super built-up  Area,Ready To Move,Narayanapura,2357,3.0,2.0,135.0,3,218.972371,165213.0,754.492446903267,Tier 2
367,Super built-up  Area,Ready To Move,Narayanapura,1469,2.0,2.0,99.14,2,136.474507,121327.53199999999,889.0124219316652,Tier 1
368,Super built-up  Area,Ready To Move,Kenchenahalli,1015,2.0,2.0,58.0,2,94.296545,70980.4,752.735956550688,Tier 2
369,Super built-up  Area,Ready To Move,Kenchenahalli,715,1.0,1.0,45.0,1,66.425645,55071.0,829.0623297673661,Tier 2
370,Super built-up  Area,Ready To Move,Kenchenahalli,1280,2.0,2.0,69.0,3,118.91584,84442.2,710.1005215116842,Tier 2
371,Super built-up  Area,Ready To Move,Kenchenahalli,870,1.0,1.0,45.0,2,80.82561,55071.0,681.355822739847,Tier 3
372,Super built-up  Area,Ready To Move,Kenchenahalli,1150,2.0,2.0,60.0,2,106.83845,73428.0,687.280655981063,Tier 3
373,Super built-up  Area,Ready To Move,Kenchenahalli,700,1.0,1.0,35.0,1,65.0321,42833.0,658.643961981852,Tier 3
374,Super built-up  Area,Ready To Move,Kenchenahalli,1165,2.0,2.0,45.0,2,108.231995,55071.0,508.8236616168814,Tier 4
375,Super built-up  Area,Ready To Move,Kenchenahalli,1150,2.0,2.0,57.0,2,106.83845,69756.59999999999,652.9166231820097,Tier 3
376,Super built-up  Area,Ready To Move,Kenchenahalli,1015,2.0,2.0,60.0,2,94.296545,73428.0,778.6923688455394,Tier 2
377,Super built-up  Area,Not Ready,Whitefield,1140,2.0,2.0,45.0,2,105.90942,55071.0,519.9820752488306,Tier 4
378,Super built-up  Area,Not Ready,Whitefield,1074,2.0,1.0,42.79,2,99.777822,52366.401999999995,524.8300769684068,Tier 4
379,Super built-up  Area,Not Ready,Whitefield,1074,2.0,1.0,42.8,2,99.777822,52378.63999999999,524.9527294752935,Tier 4
380,Super built-up  Area,Not Ready,Whitefield,1063,2.0,1.0,42.52,2,98.755889,52035.976,526.9151695854816,Tier 4
381,Built-up  Area,Ready To Move,Suraksha Nagar,1569,3.0,0.0,70.0,3,145.764807,85666.0,587.7001572814486,Tier 3
382,Super built-up  Area,Ready To Move,Suraksha Nagar,1563,3.0,2.0,52.0,3,145.207389,63637.6,438.25318007749587,Tier 4
383,Super built-up  Area,Ready To Move,Suraksha Nagar,1600,3.0,2.0,52.0,3,148.6448,63637.6,428.11857528820383,Tier 4
384,Super built-up  Area,Ready To Move,Suraksha Nagar,1388,3.0,3.0,69.99,3,128.949364,85653.76199999999,664.243384713398,Tier 3
385,Super built-up  Area,Ready To Move,Suraksha Nagar,1559,3.0,2.0,62.0,3,144.835777,75875.59999999999,523.8733244756231,Tier 4
386,Super built-up  Area,Ready To Move,Suraksha Nagar,1563,3.0,2.0,63.0,3,145.207389,77099.4,530.9605835554277,Tier 4
387,Super built-up  Area,Not Ready,Hoskote,509,1.0,1.0,23.0,1,47.287627,28147.399999999998,595.2381581761334,Tier 3
388,Super built-up  Area,Ready To Move,Sarjapur  Road,1403,3.0,1.0,55.0,3,130.342909,67309.0,516.3993999857714,Tier 4
389,Super built-up  Area,Ready To Move,Sarjapur  Road,1403,3.0,1.0,56.0,3,130.342909,68532.8,525.7884799855127,Tier 4
391,Super built-up  Area,Ready To Move,JCR Layout,1180,2.0,2.0,42.0,2,109.62554,51399.6,468.8651932752167,Tier 4
392,Super built-up  Area,Ready To Move,JCR Layout,1160,2.0,1.0,41.75,2,107.76748,51093.65,474.1100933231435,Tier 4
393,Super built-up  Area,Ready To Move,JCR Layout,1160,2.0,1.0,40.53,2,107.76748,49600.614,460.2558582607666,Tier 4
394,Super built-up  Area,Ready To Move,Kaggadasapura,1455,3.0,3.0,75.0,3,135.173865,91785.0,679.0143937957237,Tier 3
396,Super built-up  Area,Ready To Move,JP Nagar,2050,3.0,3.0,82.0,3,190.45115,100351.59999999999,526.9151695854815,Tier 4
397,Super built-up  Area,Not Ready,Jakkur,1100,2.0,1.0,53.35,2,102.1933,65289.729999999996,638.8846431223965,Tier 3
398,Super built-up  Area,Not Ready,Jakkur,1482,3.0,2.0,86.0,3,137.682246,105246.8,764.4180935281954,Tier 2
399,Super built-up  Area,Not Ready,Jakkur,1282,2.0,1.0,72.0,2,119.101646,88113.59999999999,739.8184908376496,Tier 2
400,Super built-up  Area,Not Ready,Jakkur,1485,3.0,2.0,72.0,3,137.960955,88113.59999999999,638.6850540430079,Tier 3
401,Super built-up  Area,Ready To Move,Babusapalaya,1358,2.0,1.0,43.4,3,126.162274,53112.92,420.9889241533487,Tier 4
402,Super built-up  Area,Ready To Move,Babusapalaya,1358,2.0,1.0,43.1,3,126.162274,52745.78,418.0788624656528,Tier 4
403,Super built-up  Area,Ready To Move,Babusapalaya,1061,2.0,1.0,33.84,2,98.570083,41413.392,420.1415961068025,Tier 4
404,Super built-up  Area,Not Ready,Babusapalaya,1061,2.0,1.0,38.95,2,98.570083,47667.01,483.5849636040177,Tier 4
405,Super built-up  Area,Ready To Move,Babusapalaya,1061,2.0,1.0,34.0,2,98.570083,41609.2,422.1280811947779,Tier 4
406,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,1000,2.0,0.0,50.0,2,92.903,61190.0,658.643961981852,Tier 3
