,area_type,availability,location,total_sqft,bath,balcony,price,Number_of_Bedrooms,total_sqm,Dollar_Price,price_per_sqm,neighborhood
6134,Super built-up  Area,Ready To Move,Cox Town,605,1,1,29,1,56.206315,35490.2,631.4272693,Tier 3
9763,Super built-up  Area,Not Ready,Electronic City,605,1,0,13.31,1,56.206315,16288.778,289.8033433,Tier 4
10886,Super built-up  Area,Ready To Move,Electronic City,605,1,1,22,1,56.206315,26923.6,479.0137905,Tier 4
7114,Super built-up  Area,Not Ready,Sonnenahalli,605,1,1,40,1,56.206315,48952,870.9341646,Tier 2
12714,Super built-up  Area,Not Ready,Sonnenahalli,605,1,1,30.24,1,56.206315,37007.712,658.4262284,Tier 3
9145,Super built-up  Area,Ready To Move,Whitefield,605,1,1,40,1,56.206315,48952,870.9341646,Tier 2
6396,Super built-up  Area,Not Ready,Vijayanagar,606,1,0,34.78,1,56.299218,42563.764,756.0276237,Tier 2
7826,Super built-up  Area,Not Ready,Vijayanagar,606,1,1,40,1,56.299218,48952,869.4969795,Tier 2
7317,Super built-up  Area,Not Ready,Marathahalli,607,1,1,35,1,56.392121,42833,759.5564636,Tier 2
11897,Super built-up  Area,Not Ready,Anwar Layout,610,1,0,28,1,56.67083,34266.4,604.656752,Tier 3
8697,Super built-up  Area,Ready To Move,Kalena Agrahara,610,1,1,39,1,56.67083,47728.2,842.200476,Tier 2
13183,Super built-up  Area,Not Ready,Kammasandra,610,1,1,18.5,1,56.67083,22640.3,399.505354,Tier 4
13249,Super built-up  Area,Not Ready,Whitefield,613,1,1,48,1,56.949539,58742.4,1031.481572,Tier 1
929,Built-up  Area,Ready To Move,Devarachikkanahalli,615,1,1,24,1,57.135345,29371.2,514.0635801,Tier 4
6744,Super built-up  Area,Not Ready,Hosa Road,615,1,1,28.29,1,57.135345,34621.302,605.952445,Tier 3
12894,Super built-up  Area,Not Ready,Hosa Road,615,1,1,43.08,1,57.135345,52721.304,922.7441262,Tier 1
11269,Super built-up  Area,Ready To Move,Jalahalli,615,1,1,46,1,57.135345,56294.8,985.2885285,Tier 1
11616,Super built-up  Area,Ready To Move,Jalahalli,615,1,1,46,1,57.135345,56294.8,985.2885285,Tier 1
7553,Super built-up  Area,Not Ready,Marathahalli,615,1,1,44,1,57.135345,53847.2,942.4498968,Tier 1
791,Built-up  Area,Ready To Move,Chandapura,620,1,1,27,1,57.59986,33042.6,573.6576443,Tier 3
1478,Built-up  Area,Ready To Move,Laggere,620,2,0,48,1,57.59986,58742.4,1019.835812,Tier 1
11047,Super built-up  Area,Ready To Move,Malleshwaram,620,1,1,86.8,1,57.59986,106225.84,1844.203094,Tier 1
11082,Super built-up  Area,Not Ready,Soppahalli,620,1,1,25,1,57.59986,30595,531.1644855,Tier 4
821,Built-up  Area,Not Ready,Whitefield,624,1,1,35,1,57.971472,42833,738.8634189,Tier 2
11621,Super built-up  Area,Ready To Move,Horamavu Agara,625,1,1,27,1,58.064375,33042.6,569.0683832,Tier 3
12331,Super built-up  Area,Not Ready,Hosa Road,625,1,1,43.68,1,58.064375,53455.584,920.6261843,Tier 1
8247,Super built-up  Area,Not Ready,Sarjapur,625,1,1,19,1,58.064375,23252.2,400.4555289,Tier 4
1044,Built-up  Area,Ready To Move,Kothanur,627,1,1,30,1,58.250181,36714,630.2813033,Tier 3
5516,Super built-up  Area,Ready To Move,Yelahanka,628,1,1,24,1,58.343084,29371.2,503.4221365,Tier 4
10162,Super built-up  Area,Ready To Move,Bannerghatta Road,630,1,2,35,1,58.52889,42833,731.8266244,Tier 2
6493,Super built-up  Area,Not Ready,Chandapura,630,1,0,13.86,1,58.52889,16961.868,289.8033433,Tier 4
81,Built-up  Area,Not Ready,Electronic City,630,1,1,34.65,1,58.52889,42404.67,724.5083582,Tier 2
1017,Built-up  Area,Not Ready,Electronic City,630,1,1,60,1,58.52889,73428,1254.559928,Tier 1
5963,Super built-up  Area,Not Ready,Electronic City,630,1,1,47,1,58.52889,57518.6,982.7386099,Tier 1
8472,Super built-up  Area,Not Ready,Electronic City,630,1,1,47,1,58.52889,57518.6,982.7386099,Tier 1
10777,Super built-up  Area,Not Ready,Electronic City,630,1,1,40.5,1,58.52889,49563.9,846.8279511,Tier 2
11280,Super built-up  Area,Not Ready,Electronic City,630,1,1,46,1,58.52889,56294.8,961.8292778,Tier 1
11310,Super built-up  Area,Not Ready,Electronic City,630,1,1,33.7,1,58.52889,41242.06,704.6444927,Tier 2
4765,Super built-up  Area,Not Ready,Electronic City Phase II,630,1,1,28.35,1,58.52889,34694.73,592.7795658,Tier 3
5111,Super built-up  Area,Not Ready,Electronic City Phase II,630,1,1,40,1,58.52889,48952,836.3732851,Tier 2
5373,Super built-up  Area,Ready To Move,Electronics City Phase 1,630,1,1,39,1,58.52889,47728.2,815.4639529,Tier 2
3862,Plot  Area,Ready To Move,Ramakrishnappa Layout,630,2,1,70,1,58.52889,85666,1463.653249,Tier 1
12316,Super built-up  Area,Ready To Move,Sarjapur,633,1,1,17.09,1,58.807599,20914.742,355.6469292,Tier 4
1594,Built-up  Area,Ready To Move,Electronic City,635,1,1,28,1,58.993405,34266.4,580.851368,Tier 3
11079,Super built-up  Area,Ready To Move,Electronic City,635,1,0,28,1,58.993405,34266.4,580.851368,Tier 3
1126,Built-up  Area,Ready To Move,Electronics City Phase 1,635,1,0,26,1,58.993405,31818.8,539.3619846,Tier 4
1204,Built-up  Area,Ready To Move,Electronics City Phase 1,638,1,1,32,1,59.272114,39161.6,660.7086766,Tier 3
364,Built-up  Area,Ready To Move,Domlur,640,1,0,55,1,59.45792,67309,1132.04431,Tier 1
12856,Super built-up  Area,Ready To Move,Electronics City Phase 1,640,1,1,45,1,59.45792,55071,926.2180715,Tier 1
849,Built-up  Area,Ready To Move,Neeladri Nagar,640,1,1,20.5,1,59.45792,25087.9,421.9437881,Tier 4
8764,Super built-up  Area,Not Ready,Begur Road,644,1,1,40,1,59.829532,48952,818.1912571,Tier 2
12218,Super built-up  Area,Not Ready,Begur Road,644,1,1,32,1,59.829532,39161.6,654.5530057,Tier 3
1708,Built-up  Area,Not Ready,Balagere,645,1,1,41,1,59.922435,50175.8,837.3458121,Tier 2
10117,Super built-up  Area,Not Ready,Balagere,645,1,1,34.18,1,59.922435,41829.484,698.0604844,Tier 2
10707,Super built-up  Area,Not Ready,Balagere,645,1,1,39,1,59.922435,47728.2,796.499675,Tier 2
11729,Super built-up  Area,Not Ready,Balagere,645,1,1,55,1,59.922435,67309,1123.268772,Tier 1
4687,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
4688,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
6346,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
7483,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
7594,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
8683,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
8812,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
9110,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
9294,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
12930,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
12951,Super built-up  Area,Not Ready,Chandapura,645,1,1,16.45,1,59.922435,20131.51,335.9594783,Tier 4
9696,Super built-up  Area,Ready To Move,Electronics City Phase 1,645,1,0,42.5,1,59.922435,52011.5,867.980415,Tier 2
1368,Built-up  Area,Ready To Move,Nagavarapalya,646,1,0,25.84,1,60.015338,31622.992,526.9151696,Tier 4
12189,Super built-up  Area,Not Ready,Javarandoddi,648,1,1,40,1,60.201144,48952,813.1406938,Tier 2
6630,Super built-up  Area,Not Ready,Raja Rajeshwari Nagar,648,1,1,31.75,1,60.201144,38855.65,645.4304257,Tier 3
10461,Super built-up  Area,Not Ready,RR Nagar,648,1,1,34,1,60.201144,41609.2,691.1695897,Tier 2
9811,Super built-up  Area,Ready To Move,Bilal Nagar,650,1,1,20,2,60.38695,24476,405.3193612,Tier 4
11568,Super built-up  Area,Not Ready,Byatarayanapura,650,1,1,50,1,60.38695,61190,1013.298403,Tier 1
11537,Super built-up  Area,Ready To Move,Chamrajpet,650,1,1,40,2,60.38695,48952,810.6387224,Tier 2
12251,Super built-up  Area,Ready To Move,Chamrajpet,650,2,2,45,2,60.38695,55071,911.9685627,Tier 1
20,Built-up  Area,Ready To Move,Chandapura,650,1,1,17,2,60.38695,20804.6,344.521457,Tier 4
9354,Super built-up  Area,Ready To Move,Domlur,650,1,1,70,1,60.38695,85666,1418.617764,Tier 1
11502,Super built-up  Area,Ready To Move,Electronic City Phase II,650,1,1,35,1,60.38695,42833,709.3088821,Tier 2
6989,Super built-up  Area,Ready To Move,Electronics City Phase 1,650,1,1,23,1,60.38695,28147.4,466.1172654,Tier 4
184,Built-up  Area,Ready To Move,Giri Nagar,650,2,0,42,2,60.38695,51399.6,851.1706586,Tier 2
1305,Built-up  Area,Ready To Move,Harsha Layout,650,1,0,16,1,60.38695,19580.8,324.255489,Tier 4
5487,Super built-up  Area,Ready To Move,Kodichikkanahalli,650,1,2,38,1,60.38695,46504.4,770.1067863,Tier 2
264,Built-up  Area,Ready To Move,Kogilu,650,2,0,28,2,60.38695,34266.4,567.4471057,Tier 3
756,Built-up  Area,Ready To Move,NRI Layout,650,2,0,59,2,60.38695,72204.2,1195.692116,Tier 1
9732,Super built-up  Area,Ready To Move,Sarjapur,650,1,2,19.87,1,60.38695,24316.906,402.6847854,Tier 4
5789,Super built-up  Area,Ready To Move,Shettigere,650,1,1,26,1,60.38695,31818.8,526.9151696,Tier 4
1294,Built-up  Area,Ready To Move,Srirampuram,650,1,3,500,1,60.38695,611900,10132.98403,Tier 1
6916,Super built-up  Area,Ready To Move,Thippasandra,650,1,0,30,1,60.38695,36714,607.9790418,Tier 3
7836,Super built-up  Area,Ready To Move,Whitefield,650,1,1,25,1,60.38695,30595,506.6492015,Tier 4
149,Built-up  Area,Ready To Move,Yelahanka New Town,650,1,2,33,1,60.38695,40385.4,668.776946,Tier 3
1259,Built-up  Area,Ready To Move,Yelahanka New Town,650,1,1,17,1,60.38695,20804.6,344.521457,Tier 4
6794,Super built-up  Area,Ready To Move,Yelahanka New Town,650,1,1,20,1,60.38695,24476,405.3193612,Tier 4
12194,Super built-up  Area,Ready To Move,Yelahanka New Town,650,1,1,18,1,60.38695,22028.4,364.7874251,Tier 4
1731,Built-up  Area,Ready To Move,Yeshwanthpur,650,1,0,40,1,60.38695,48952,810.6387224,Tier 2
1152,Built-up  Area,Ready To Move,Yelahanka,651,1,1,17.5,1,60.479853,21416.5,354.109657,Tier 4
12664,Super built-up  Area,Not Ready,Doddaballapur,654,1,1,49,1,60.758562,59966.2,986.9588421,Tier 1
8393,Super built-up  Area,Ready To Move,Kengeri Satellite Town,654,1,1,22,1,60.758562,26923.6,443.1243781,Tier 4
5630,Super built-up  Area,Ready To Move,Yelahanka,654,1,1,38.4,1,60.758562,46993.92,773.4534599,Tier 2
7791,Super built-up  Area,Not Ready,Yelahanka,654,1,1,37,1,60.758562,45280.6,745.2546359,Tier 2
9587,Super built-up  Area,Not Ready,Yelahanka,654,1,1,36.25,1,60.758562,44362.75,730.148123,Tier 2
10222,Super built-up  Area,Ready To Move,Yelahanka,654,1,1,38,1,60.758562,46504.4,765.3966531,Tier 2
7573,Super built-up  Area,Not Ready,Kodigehalli,655,1,1,53,1,60.851465,64861.4,1065.897099,Tier 1
9716,Super built-up  Area,Ready To Move,Sanne Amanikere,655,1,2,27,1,60.851465,33042.6,543.0041824,Tier 4
5018,Super built-up  Area,Ready To Move,Anekal,656,2,1,22,2,60.944368,26923.6,441.7733891,Tier 4
102,Built-up  Area,Ready To Move,Attibele,656,2,1,25,2,60.944368,30595,502.0152149,Tier 4
10068,Super built-up  Area,Ready To Move,Attibele,656,2,1,25,2,60.944368,30595,502.0152149,Tier 4
12614,Super built-up  Area,Ready To Move,Attibele,656,2,1,25,2,60.944368,30595,502.0152149,Tier 4
7355,Super built-up  Area,Ready To Move,Balagere,656,1,1,53,1,60.944368,64861.4,1064.272256,Tier 1
8330,Super built-up  Area,Ready To Move,Balagere,656,1,1,43,1,60.944368,52623.4,863.4661697,Tier 2
10702,Super built-up  Area,Not Ready,Balagere,656,1,1,38.77,1,60.944368,47446.726,778.5251953,Tier 2
11331,Super built-up  Area,Not Ready,Balagere,656,1,1,34.77,1,60.944368,42551.526,698.2027609,Tier 2
8445,Super built-up  Area,Not Ready,Devanahalli,658,1,1,34,1,61.130174,41609.2,680.6654926,Tier 3
8624,Super built-up  Area,Not Ready,Devanahalli,658,1,0,26.91,1,61.130174,32932.458,538.7267178,Tier 4
11558,Super built-up  Area,Not Ready,Devanahalli,658,1,1,26.91,1,61.130174,32932.458,538.7267178,Tier 4
7961,Super built-up  Area,Ready To Move,9th Phase JP Nagar,660,2,0,27,2,61.31598,33042.6,538.8905143,Tier 4
6408,Super built-up  Area,Not Ready,Binny Pete,660,1,1,54,1,61.31598,66085.2,1077.781029,Tier 1
6889,Super built-up  Area,Not Ready,Binny Pete,660,1,1,62,1,61.31598,75875.6,1237.452292,Tier 1
2107,Built-up  Area,Ready To Move,Electronic City,660,1,0,18,2,61.31598,22028.4,359.2603429,Tier 4
4546,Super built-up  Area,Ready To Move,Electronic City,660,1,1,23.1,2,61.31598,28269.78,461.0507734,Tier 4
7630,Super built-up  Area,Ready To Move,Electronic City,660,1,1,18,2,61.31598,22028.4,359.2603429,Tier 4
7663,Super built-up  Area,Ready To Move,Electronic City,660,1,1,15,2,61.31598,18357,299.3836191,Tier 4
7849,Super built-up  Area,Ready To Move,Electronic City,660,1,1,16,2,61.31598,19580.8,319.342527,Tier 4
8495,Super built-up  Area,Ready To Move,Electronic City,660,1,1,15.5,2,61.31598,18968.9,309.3630731,Tier 4
11396,Super built-up  Area,Ready To Move,Electronic City,660,1,1,16.5,2,61.31598,20192.7,329.321981,Tier 4
11630,Super built-up  Area,Ready To Move,Electronic City,660,1,1,23,2,61.31598,28147.4,459.0548826,Tier 4
10291,Super built-up  Area,Ready To Move,Hosur Road,660,1,1,23,1,61.31598,28147.4,459.0548826,Tier 4
908,Built-up  Area,Ready To Move,Rajaji Nagar,660,1,0,75,1,61.31598,91785,1496.918095,Tier 1
11464,Super built-up  Area,Not Ready,Shettigere,660,1,1,35,1,61.31598,42833,698.5617779,Tier 2
11415,Super built-up  Area,Ready To Move,Thippasandra,660,1,0,30,1,61.31598,36714,598.7672382,Tier 3
1386,Built-up  Area,Ready To Move,Thyagaraja Nagar,660,1,0,95,1,61.31598,116261,1896.096254,Tier 1
2141,Built-up  Area,Ready To Move,Thyagraj Nagar,660,2,0,76,2,61.31598,93008.8,1516.877003,Tier 1
2508,Plot  Area,Ready To Move,Yelahanka,660,1,0,48,1,61.31598,58742.4,958.0275811,Tier 1
11178,Super built-up  Area,Not Ready,Balagere,661,1,1,33,1,61.408883,40385.4,657.6475263,Tier 3
1468,Built-up  Area,Not Ready,Panathur,661,1,1,40,1,61.408883,48952,797.1485168,Tier 2
7702,Super built-up  Area,Not Ready,Uttarahalli,661,1,1,36,1,61.408883,44056.8,717.4336651,Tier 2
1592,Built-up  Area,Ready To Move,Thanisandra,662,1,0,45,1,61.501786,55071,895.4374105,Tier 1
7578,Super built-up  Area,Ready To Move,Thanisandra,662,1,1,42,1,61.501786,51399.6,835.7415832,Tier 2
10105,Super built-up  Area,Ready To Move,Thanisandra,662,1,1,29,1,61.501786,35490.2,577.0596646,Tier 3
10915,Super built-up  Area,Ready To Move,Thanisandra,662,1,0,38,1,61.501786,46504.4,756.1471467,Tier 2
10300,Super built-up  Area,Not Ready,Thanisandra,663,1,0,46.1,1,61.594689,56417.18,915.942282,Tier 1
11734,Super built-up  Area,Not Ready,Thanisandra,663,1,1,46,1,61.594689,56294.8,913.9554224,Tier 1
12476,Super built-up  Area,Not Ready,Thanisandra,663,1,0,32.82,1,61.594689,40165.116,652.0873253,Tier 3
1759,Built-up  Area,Ready To Move,Budigere,664,1,1,34,1,61.687592,41609.2,674.5149008,Tier 3
6800,Super built-up  Area,Ready To Move,Budigere,664,1,1,35,1,61.687592,42833,694.3535744,Tier 2
9954,Super built-up  Area,Ready To Move,Budigere,664,1,1,35.4,1,61.687592,43322.52,702.2890438,Tier 2
5386,Super built-up  Area,Not Ready,Binny Pete,665,1,0,50.75,1,61.780495,62107.85,1005.298679,Tier 1
6720,Super built-up  Area,Not Ready,Binny Pete,665,1,1,46.08,1,61.780495,56392.704,912.7913915,Tier 1
9188,Super built-up  Area,Ready To Move,LB Shastri Nagar,665,1,2,32,1,61.780495,39161.6,633.8829108,Tier 3
5185,Super built-up  Area,Ready To Move,Yeshwanthpur,665,1,1,36.85,1,61.780495,45097.03,729.9557894,Tier 2
10069,Super built-up  Area,Ready To Move,Yeshwanthpur,666,1,1,36.8,1,61.873398,45035.84,727.8708048,Tier 2
5032,Super built-up  Area,Ready To Move,Yeshwanthpur,667,1,1,36.85,1,61.966301,45097.03,727.7670165,Tier 2
6094,Super built-up  Area,Ready To Move,Yeshwanthpur,668,1,1,36.85,1,62.059204,45097.03,726.6775449,Tier 2
7411,Super built-up  Area,Ready To Move,Yeshwanthpur,669,1,1,36.85,1,62.152107,45097.03,725.5913303,Tier 2
9538,Super built-up  Area,Ready To Move, Basavangudi,670,1,1,50,1,62.24501,61190,983.0506895,Tier 1
7928,Super built-up  Area,Not Ready,Kanakpura Road,670,1,1,35,1,62.24501,42833,688.1354827,Tier 3
8056,Super built-up  Area,Ready To Move,Yeshwanthpur,670,1,1,36.85,1,62.24501,45097.03,724.5083582,Tier 2
5849,Super built-up  Area,Ready To Move,Yeshwanthpur,671,1,1,36.85,1,62.337913,45097.03,723.428614,Tier 2
3812,Plot  Area,Ready To Move,Immadihalli,672,1,1,27,1,62.430816,33042.6,529.2674694,Tier 4
11683,Super built-up  Area,Ready To Move,Yeshwanthpur,672,1,1,36.85,1,62.430816,45097.03,722.3520833,Tier 2
6784,Super built-up  Area,Ready To Move,Yeshwanthpur,673,1,1,36.85,1,62.523719,45097.03,721.2787518,Tier 2
9478,Super built-up  Area,Not Ready,Chandapura,674,1,1,19.9,2,62.616622,24353.62,388.9321912,Tier 4
11291,Super built-up  Area,Not Ready,Dommasandra,674,1,1,19.9,2,62.616622,24353.62,388.9321912,Tier 4
6430,Super built-up  Area,Not Ready,Gunjur Palya,674,1,1,19.9,2,62.616622,24353.62,388.9321912,Tier 4
8280,Super built-up  Area,Not Ready,Kaikondrahalli,674,1,1,19.9,2,62.616622,24353.62,388.9321912,Tier 4
5044,Super built-up  Area,Ready To Move,Kammasandra,674,2,1,33,2,62.616622,40385.4,644.9629301,Tier 3
5499,Super built-up  Area,Ready To Move,Kammasandra,674,2,1,29,2,62.616622,35490.2,566.7856053,Tier 3
6308,Super built-up  Area,Ready To Move,Neeladri Nagar,674,1,1,21,1,62.616622,25699.8,410.4309555,Tier 4
11851,Super built-up  Area,Not Ready,Varthur,674,1,1,19.9,2,62.616622,24353.62,388.9321912,Tier 4
11506,Super built-up  Area,Ready To Move,Yeshwanthpur,674,1,1,36.85,1,62.616622,45097.03,720.2086053,Tier 2
1010,Built-up  Area,Not Ready,Balagere,675,1,1,45,1,62.709525,55071,878.1919493,Tier 2
12286,Super built-up  Area,Ready To Move,GM Palaya,675,1,1,35,1,62.709525,42833,683.0381828,Tier 3
9138,Super built-up  Area,Ready To Move,Kadabagere,675,1,1,15,2,62.709525,18357,292.7306498,Tier 4
11886,Super built-up  Area,Ready To Move,Kadabagere,675,2,2,13.5,2,62.709525,16521.3,263.4575848,Tier 4
3087,Plot  Area,Ready To Move,Kenchenhalli,675,3,1,52,2,62.709525,63637.6,1014.799586,Tier 1
1932,Built-up  Area,Ready To Move,Sarjapur  Road,675,1,1,27,1,62.709525,33042.6,526.9151696,Tier 4
3901,Plot  Area,Not Ready,"Ananthapura, T C palaya Main Road",680,3,2,60,2,63.17404,73428,1162.312874,Tier 1
11739,Super built-up  Area,Ready To Move,Anekal,680,1,1,21,2,63.17404,25699.8,406.8095059,Tier 4
2783,Plot  Area,Ready To Move,Hongasandra,680,2,0,42,2,63.17404,51399.6,813.6190119,Tier 2
5401,Super built-up  Area,Not Ready,Rachenahalli,680,1,1,44,1,63.17404,53847.2,852.3627743,Tier 2
8240,Super built-up  Area,Ready To Move,Rachenahalli,680,1,1,46,1,63.17404,56294.8,891.1065368,Tier 1
1062,Built-up  Area,Ready To Move,Yelahanka New Town,680,1,1,80,2,63.17404,97904,1549.750499,Tier 1
10554,Super built-up  Area,Not Ready,Yelahanka,682,1,1,36.23,1,63.359846,44338.274,699.7850658,Tier 2
6823,Super built-up  Area,Not Ready,Sarjapur  Road,685,1,1,40,1,63.638555,48952,769.2192257,Tier 2
5127,Super built-up  Area,Ready To Move,BAGUR,686,1,1,17,1,63.731458,20804.6,326.4416138,Tier 4
5811,Super built-up  Area,Ready To Move,Malleshwaram,686,1,1,62.5,1,63.731458,76487.5,1200.152992,Tier 1
5808,Super built-up  Area,Ready To Move,Hulimavu,688,1,2,50,1,63.917264,61190,957.3313401,Tier 1
8636,Super built-up  Area,Not Ready,Rachenahalli,690,1,1,39.8,1,64.10307,48707.24,759.8269474,Tier 2
3529,Plot  Area,Ready To Move,Singanayakanahalli,690,2,0,42,2,64.10307,51399.6,801.827432,Tier 2
11318,Super built-up  Area,Not Ready,Sarjapur  Road,691,1,1,31.1,1,64.195973,38060.18,592.8748833,Tier 3
1096,Built-up  Area,Not Ready,Thanisandra,693,1,1,34.3,1,64.381779,41976.34,651.9909927,Tier 3
6289,Super built-up  Area,Not Ready,Thanisandra,693,1,1,34.3,1,64.381779,41976.34,651.9909927,Tier 3
9843,Super built-up  Area,Ready To Move,Yelahanka,694,1,0,30.84,1,64.474682,37741.992,585.3769391,Tier 3
8267,Super built-up  Area,Ready To Move,Attibele,695,1,1,25,2,64.567585,30595,473.844577,Tier 4
5314,Super built-up  Area,Not Ready,Yelahanka,697,1,0,45,1,64.753391,55071,850.4728347,Tier 2
10481,Super built-up  Area,Ready To Move,Yelahanka,697,1,1,35,1,64.753391,42833,661.4788714,Tier 3
12628,Super built-up  Area,Ready To Move, Mysore Highway,700,1,1,25.5,1,65.0321,31206.9,479.8691723,Tier 4
10602,Super built-up  Area,Not Ready,2nd Phase Judicial Layout,700,2,1,35,2,65.0321,42833,658.643962,Tier 3
2707,Plot  Area,Ready To Move,9th Block Jayanagar,700,1,0,150,1,65.0321,183570,2822.759837,Tier 1
903,Built-up  Area,Ready To Move,Anekal,700,1,0,19.4,2,65.0321,23741.72,365.0769389,Tier 4
9482,Super built-up  Area,Ready To Move,Baba Nagar,700,2,1,29,2,65.0321,35490.2,545.7335685,Tier 4
648,Built-up  Area,Ready To Move,Bagalakunte,700,1,1,162,1,65.0321,198255.6,3048.580624,Tier 1
12148,Super built-up  Area,Ready To Move,Bannerghatta Road,700,1,1,31.2,1,65.0321,38182.56,587.1340461,Tier 3
1055,Built-up  Area,Ready To Move,Bisuvanahalli,700,1,1,32,2,65.0321,39161.6,602.1887652,Tier 3
7664,Super built-up  Area,Ready To Move,Chandapura,700,1,1,19,2,65.0321,23252.2,357.5495794,Tier 4
670,Built-up  Area,Ready To Move,Electronic City,700,1,1,35,1,65.0321,42833,658.643962,Tier 3
4705,Super built-up  Area,Ready To Move,Geleyara Balaga Layout,700,1,1,26,2,65.0321,31818.8,489.2783718,Tier 4
273,Built-up  Area,Ready To Move,Hessarghatta,700,2,0,27,2,65.0321,33042.6,508.0967707,Tier 4
1568,Built-up  Area,Not Ready,"Judicial Layout, Kanakapura Road, ",700,2,1,35,2,65.0321,42833,658.643962,Tier 3
5303,Super built-up  Area,Ready To Move,Kaggalipura,700,1,0,38,1,65.0321,46504.4,715.0991587,Tier 2
6442,Super built-up  Area,Ready To Move,Kaggalipura,700,1,0,36,1,65.0321,44056.8,677.4623609,Tier 3
10730,Super built-up  Area,Ready To Move,Kaggalipura,700,1,0,35,1,65.0321,42833,658.643962,Tier 3
8373,Super built-up  Area,Ready To Move,Kamala Nagar,700,2,0,43,2,65.0321,52623.4,809.1911533,Tier 2
